season,last_name,first_name,average_minutes,usage,games_played,points_per30,true_shooting_proportion,free_throw_rate,three_point_rate,assists_per30,turnovers_per30,offensive_rebounds_per30,defensive_rebounds_per30,steals_per30,blocks_per30,fouls_per30,pounds_per_inch,height_inches
2007,Fameni,Wil,25.7,20.45125916430883,35,10.42175360710322,0.5180746822033898,0.3542108050847458,0.009931144067796611,1.065482796892342,1.6981132075471699,2.6637069922308547,3.629300776914539,0.9322974472807991,1.1320754716981132,3.695893451720311,3.037974683544304,79
2007,Shuler,Jamal,21.7,19.225610921465467,35,11.952506596306069,0.6082823074444086,0.28601353528843054,0.5116016757976152,1.187335092348285,1.2269129287598945,0.5936675461741425,2.3350923482849604,1.345646437994723,0.07915567282321899,1.9393139841688654,2.4,75
2007,Anderson,Michael,25.2,14.603198076084201,35,7.661748013620886,0.5582572449384676,0.41186978959904724,0.09428344581183008,0.5788876276958002,1.532349602724177,2.077185017026107,3.7116912599318956,1.2258796821793416,0.8172531214528944,3.166855845629966,2.4050632911392404,79
2007,Gwynn,T.J.,14.1,18.173748372588474,35,10.223123732251521,0.6237006237006236,0.5346005346005346,0.06682506682506682,1.5212981744421907,2.2515212981744424,2.3732251521298173,3.4685598377281948,1.2778904665314401,0.3042596348884381,3.2251521298174444,2.5,76
2007,Roland,Calvin,10.2,18.842026145311173,34,8.410404624277456,0.49530228758169936,0.6944444444444444,0,0.43352601156069365,2.341040462427746,3.034682080924856,2.254335260115607,0.6069364161849711,0.9537572254335259,5.5491329479768785,2.926829268292683,82
2007,Ndongo,Franck,8.9,13.122824081417969,27,4.107883817427386,0.4064039408866995,0.3694581280788177,0.29556650246305416,1.3692946058091287,2.4896265560165975,1.4937759336099583,2.7385892116182573,1.8672199170124482,0.12448132780082988,4.232365145228216,2.721518987341772,79
2007,Faulk,Sam,5,8.69802146210597,6,6,0.6,0,0,0,0,1,4,0,0,2,2.6875,80
2007,Coward,Matt,6.4,7.035732916014607,21,2,0.44117647058823534,0.4901960784313726,0.09803921568627452,3.333333333333333,1.777777777777778,0.22222222222222224,1.3333333333333335,1.1111111111111112,0,3.555555555555556,2.2857142857142856,70
2008,Maynor,Eric,34.8,28.512591214872923,32,15.417040358744394,0.5699450942945811,0.3421659902920347,0.2526458184133047,4.708520179372197,2.5829596412556057,0.6457399103139014,2.959641255605381,1.0762331838565022,0.18834080717488788,1.6412556053811658,2.22972972972973,74
2008,Shuler,Jamal,33.1,24.16023397586572,32,14.092627599243857,0.5747525210472754,0.21741141641224904,0.437135720233139,1.1342155009451795,1.389413988657845,0.7372400756143667,3.487712665406427,0.22684310018903592,0.22684310018903592,1.5879017013232515,2.4,75
2008,Anderson,Michael,23.7,19.17181521594309,31,9.048913043478262,0.5267653758542141,0.4176157934700076,0.21355353075170844,0.8967391304347826,2.2418478260869565,1.9157608695652175,3.953804347826087,1.0190217391304348,1.141304347826087,2.8940217391304346,2.4050632911392404,79
2008,Rodriguez,Joey,24.7,15.477189562466192,32,6.23574144486692,0.47685508257734355,0.3431030472202838,0.4594091649220749,3.0038022813688214,2.2053231939163496,0.6463878326996199,2.8517110266159693,1.8250950570342206,0.03802281368821293,2.091254752851711,2.2857142857142856,70
2008,Sanders,Larry,16.6,17.99292320597036,32,8.87005649717514,0.5067131422669765,0.4389362251484637,0,0.22598870056497175,1.4124293785310733,2.8248587570621466,6.497175141242939,0.6214689265536724,5.36723163841808,5.084745762711864,2.5925925925925926,81
2008,Fameni,Wil,17.7,17.09835811901971,25,7.65237020316027,0.49284717376133985,0.4884856943475227,0.04361479413817167,0.9480812641083523,1.8961625282167045,2.708803611738149,3.6568848758465013,0.6772009029345373,0.6094808126410836,3.115124153498871,3.037974683544304,79
2008,Kearse,Lance,9.8,19.123968081301783,31,12.039473684210527,0.6668124180148666,0.45911674682990816,0.27328377787494534,0.6907894736842105,1.776315789473684,2.1710526315789473,2.960526315789474,1.1842105263157894,0.29605263157894735,4.342105263157895,2.8846153846153846,78
2008,Gwynn,T.J.,12.5,15.727445263544324,30,8.138297872340425,0.5644090305444888,0.4869411243913236,0.1217352810978309,1.675531914893617,1.675531914893617,2.632978723404255,4.069148936170213,0.9574468085106382,0.5585106382978723,2.473404255319149,2.5,76
2008,Rozzell,Brandon,10.6,13.212961413598533,24,7.2047244094488185,0.552536231884058,0.09057971014492754,0.7608695652173912,1.2992125984251968,0.9448818897637795,0.11811023622047244,1.889763779527559,1.6535433070866141,0,2.952755905511811,2.2972972972972974,74
2008,Nixon,Ed,10.1,14.129057221722174,31,5.367412140575079,0.42892156862745096,0.1838235294117647,0.29105392156862747,1.1501597444089455,1.7252396166134185,0.8626198083067093,0.5750798722044728,1.2460063897763578,0.19169329073482427,3.450479233226837,2.533333333333333,75
2008,Pishchalnikov,Kirill,9.8,14.02608360426398,31,4.622950819672131,0.4307184750733138,0.4398826979472141,0,0.6885245901639344,2.5573770491803276,3.934426229508197,3.540983606557377,1.1803278688524592,0.9836065573770493,4.918032786885245,3,80
2008,Ndongo,Franck,7.7,19.29746072923429,20,5.686274509803921,0.35714285714285715,0.3694581280788177,0.19704433497536944,1.3725490196078431,2.941176470588235,2.5490196078431375,3.7254901960784315,1.3725490196078431,0,4.509803921568627,2.721518987341772,79
2009,Maynor,Eric,35.5,32.395444805881844,34,18.88980944490472,0.5910533192310086,0.37796304361351335,0.28463883531388046,5.219552609776305,2.5103562551781278,0.3976801988400994,2.6346313173156584,1.4415907207953604,0.1491300745650373,2.0381110190555094,2.3333333333333335,75
2009,Sanders,Larry,26.6,25.267019132599557,34,12.638213180008844,0.5251405888190539,0.35560701290109165,0,0.43122512162759835,2.3883237505528525,3.2507739938080493,6.435205661211852,0.729765590446705,3.0517470145953114,4.113224237063246,2.682926829268293,82
2009,Rodriguez,Joey,31.9,17.488726933378828,34,8.795869444956667,0.5640698169433802,0.18447566340286647,0.5285937278274443,2.3510971786833856,2.185137377835147,0.7744790706251153,1.825557809330629,1.6872579752904298,0,1.991517610178868,2.4285714285714284,70
2009,Burgess,Bradford,29.3,13.053234516786201,34,7.618952017667135,0.6041069723018146,0.28653295128939826,0.41069723018147086,1.355149568359767,1.144348524392692,1.2045773940975706,2.409154788195141,0.8733186107207388,0.1806866091146356,2.108010439670749,2.688311688311688,77
2009,Rozzell,Brandon,19.2,19.84892524571994,34,10.386029411764707,0.5218917421023462,0.15241086273785331,0.5680768520229078,1.1488970588235294,1.3786764705882355,0.2757352941176471,2.34375,1.4705882352941178,0.2757352941176471,2.0680147058823533,2.4324324324324325,74
2009,Pishchalnikov,Kirill,20.7,14.150738203666155,34,7.544757033248082,0.5766223612197029,0.43653896273130055,0,1.278772378516624,1.534526854219949,2.557544757033248,4.177323103154305,0.7246376811594204,1.0230179028132993,4.3478260869565215,3.1,80
2009,Kearse,Lance,12.3,23.26210318786989,11,5.5432372505543235,0.26106934001670845,0.04177109440267335,0.5221386800334169,1.1086474501108645,2.6607538802660753,1.7738359201773835,2.6607538802660753,1.1086474501108645,0.8869179600886917,4.434589800443458,2.9743589743589745,78
2009,Gwynn,T.J.,15.3,14.002569190598424,20,8.627450980392156,0.6516587677725119,0.4887440758293839,0,1.9607843137254903,1.3725490196078431,1.4705882352941175,3.627450980392157,1.1764705882352942,0,2.647058823529412,2.6315789473684212,76
